TckrSymb	Dt	OpnIntrst	FrstPric	MinPric	MaxPric	TradAvrgPric	LastPric
ITUBD924	2022-02-04	5300	-	-	-	-	-
ITUBH977	2022-02-04	1000	-	-	-	-	-
ITUBI920	2022-02-04	100	-	-	-	-	-
ITUBE951	2022-02-04	83600	-	-	-	-	-
B3SAC185	2022-02-04	100	-	-	-	-	-
MOVIB155	2022-02-04	73500	-	-	-	-	-
SUZBN640	2022-02-04	201600	-	-	-	-	-
RAILO260	2022-02-04	22200	-	-	-	-	-
CVCBC270	2022-02-04	178600	-	-	-	-	-
VALEN32	2022-02-04	24700	-	-	-	-	-
PETRB10	2022-02-04	25100	-	-	-	-	-
PETRB9	2022-02-04	41500	-	-	-	-	-
PETRN8	2022-02-04	327100	-	-	-	-	-
RAILP200	2022-02-04	46300	-	-	-	-	-
COGNO84	2022-02-04	31700	-	-	-	-	-
BOVAC90	2022-02-04	12128420	-	-	-	-	-
PETRE170	2022-02-04	66700	-	-	-	-	-
BRKMQ200	2022-02-04	108200	-	-	-	-	-
ABEVE121	2022-02-04	31900	-	-	-	-	-
CSNAE100	2022-02-04	300	-	-	-	-	-
GGBRQ120	2022-02-04	341700	-	-	-	-	-
BBASQ301	2022-02-04	74500	-	-	-	-	-
BBASE301	2022-02-04	126100	-	-	-	-	-
VALEE45	2022-02-04	12200	-	-	-	-	-
PETRF220	2022-02-04	621400	-	-	-	-	-
PETRR189	2022-02-04	295100	-	-	-	-	-
PETRR220	2022-02-04	350800	-	-	-	-	-
GGBRR150	2022-02-04	109200	-	-	-	-	-
BOVAC150	2022-02-04	9142793	-	-	-	-	-
RADLF120	2022-02-04	1700	-	-	-	-	-
SUZBF500	2022-02-04	1400	-	-	-	-	-
GGBRR20	2022-02-04	10200	-	-	-	-	-
PETRG25	2022-02-04	536600	-	-	-	-	-
BBDCG200	2022-02-04	222750	-	-	-	-	-
LRENS400	2022-02-04	84200	-	-	-	-	-
JBSSS200	2022-02-04	100000	-	-	-	-	-
BBDCS200	2022-02-04	155780	-	-	-	-	-
BOVAG80	2022-02-04	2120	-	-	-	-	-
BRKMS13	2022-02-04	20900	-	-	-	-	-
VALEH550	2022-02-04	1000	-	-	-	-	-
VALET550	2022-02-04	57200	-	-	-	-	-
COGNT99	2022-02-04	148200	-	-	-	-	-
BBASH240	2022-02-04	2800	-	-	-	-	-
BBASH26	2022-02-04	3300	-	-	-	-	-
BBASH25	2022-02-04	100	-	-	-	-	-
BOVAT10	2022-02-04	264442	-	-	-	-	-
USIMT600	2022-02-04	125300	-	-	-	-	-
IBOVH10	2022-02-04	50	-	-	-	-	-
IBOVT899	2022-02-04	21	-	-	-	-	-
IBOVT800	2022-02-04	2012	-	-	-	-	-
PETRI21	2022-02-04	228300	-	-	-	-	-
VALEU750	2022-02-04	149500	-	-	-	-	-
CSNAU120	2022-02-04	9000	-	-	-	-	-
USIMU800	2022-02-04	75400	-	-	-	-	-
BOVAI11	2022-02-04	1419	-	-	-	-	-
VALEI750	2022-02-04	64600	-	-	-	-	-
BBASG290	2022-02-04	1600	-	-	-	-	-
BBASS290	2022-02-04	8800	-	-	-	-	-
BOVAV10	2022-02-04	393787	-	-	-	-	-
BOVAV90	2022-02-04	121958	-	-	-	-	-
BOVAJ10	2022-02-04	626	-	-	-	-	-
PETRC200	2022-02-04	29400	-	-	-	-	-
BBDCJ217	2022-02-04	23000	-	-	-	-	-
BBASL350	2022-02-04	96800	-	-	-	-	-
PETRL219	2022-02-04	63200	-	-	-	-	-
VALEX699	2022-02-04	1092100	-	-	-	-	-
BOVAL150	2022-02-04	72306	-	-	-	-	-
IBOVR90	2022-02-04	24032	-	-	-	-	-
IBOVF90	2022-02-04	3	-	-	-	-	-
IBOVF12	2022-02-04	12000	-	-	-	-	-
VALEX80	2022-02-04	219400	-	-	-	-	-
IBOVX99	2022-02-04	3032	-	-	-	-	-
BBDCX1	2022-02-04	3300	-	-	-	-	-
BBDCL1	2022-02-04	12300	-	-	-	-	-
PETRL317	2022-02-04	174900	-	-	-	-	-
PETRX317	2022-02-04	1318200	-	-	-	-	-
BOVAM12	2022-02-04	5015	-	-	-	-	-
ABEVX160	2022-02-04	229300	-	-	-	-	-
BBASX359	2022-02-04	3100	-	-	-	-	-
COGNC980	2022-02-04	2500	-	-	-	-	-
PETRN25	2022-02-04	1598900	-	-	-	-	-
PETRB3	2022-02-04	112800	-	-	-	-	-
BBDCX271	2022-02-04	22500	-	-	-	-	-
EMBRM62	2022-02-04	2500	-	-	-	-	-
EMBRM90	2022-02-04	35400	-	-	-	-	-
EMBRA98	2022-02-04	298600	-	-	-	-	-
EMBRM94	2022-02-04	400	-	-	-	-	-
FLRYB373	2022-02-04	14800	-	-	-	-	-
RDORB72	2022-02-04	200	-	-	-	-	-
RDORB74	2022-02-04	1500	-	-	-	-	-
RDORB86	2022-02-04	1000	-	-	-	-	-
BBDCL281	2022-02-04	20400	-	-	-	-	-
RDORN730	2022-02-04	1000	-	-	-	-	-
BBDCX281	2022-02-04	200	-	-	-	-	-
BBDCL261	2022-02-04	4000	-	-	-	-	-
BBDCL316	2022-02-04	21700	-	-	-	-	-
BBDCL276	2022-02-04	2000	-	-	-	-	-
BBDCL296	2022-02-04	2646000	-	-	-	-	-
BBDCL301	2022-02-04	5000	-	-	-	-	-
BBDCX346	2022-02-04	100	-	-	-	-	-
BBDCX171	2022-02-04	1000	-	-	-	-	-
PETRB352	2022-02-04	70400	-	-	-	-	-
PETRB251	2022-02-04	2000	-	-	-	-	-
PETRN352	2022-02-04	153000	-	-	-	-	-
MRFGE164	2022-02-04	50000	-	-	-	-	-
MRFGE13	2022-02-04	3000	-	-	-	-	-
BOVAO11	2022-02-04	2060	-	-	-	-	-
VALEO100	2022-02-04	900	-	-	-	-	-
PETRB260	2022-02-04	16000	-	-	-	-	-
PETRA270	2022-02-04	1000	-	-	-	-	-
BBDCA280	2022-02-04	19460	-	-	-	-	-
PETRA180	2022-02-04	5000	-	-	-	-	-
EMBRA17	2022-02-04	600	-	-	-	-	-
PETRA230	2022-02-04	9600	-	-	-	-	-
PETRA220	2022-02-04	50200	-	-	-	-	-
BBDCA320	2022-02-04	100	-	-	-	-	-
VALEA115	2022-02-04	400	-	-	-	-	-
BBDCA220	2022-02-04	2520	-	-	-	-	-
PETRA290	2022-02-04	27100	-	-	-	-	-
BBDCM280	2022-02-04	2600	-	-	-	-	-
EMBRM15	2022-02-04	2500	-	-	-	-	-
BBDCM310	2022-02-04	2000	-	-	-	-	-
BBDCM200	2022-02-04	1000	-	-	-	-	-
PETRM160	2022-02-04	2600	-	-	-	-	-
BBDCM220	2022-02-04	9500	-	-	-	-	-
BBDCM210	2022-02-04	1100	-	-	-	-	-
PETRM180	2022-02-04	3000	-	-	-	-	-
VALEM115	2022-02-04	300	-	-	-	-	-
PETRM250	2022-02-04	12900	-	-	-	-	-
PETRM310	2022-02-04	12200	-	-	-	-	-
VALEM105	2022-02-04	2400	-	-	-	-	-
VALEM111	2022-02-04	200	-	-	-	-	-
PETRM240	2022-02-04	7400	-	-	-	-	-
BBDCA210	2022-02-04	1000	-	-	-	-	-
PETRA250	2022-02-04	12600	-	-	-	-	-
VALEA107	2022-02-04	100	-	-	-	-	-
VALEA101	2022-02-04	3200	-	-	-	-	-
BBDCA270	2022-02-04	16730	-	-	-	-	-
BBDCA250	2022-02-04	1600	-	-	-	-	-
BBDCA260	2022-02-04	500	-	-	-	-	-
BBDCA240	2022-02-04	2400	-	-	-	-	-
PETRB209	2022-02-04	25600	-	-	-	-	-
BBDCM170	2022-02-04	1000	-	-	-	-	-
BBDCM150	2022-02-04	4600	-	-	-	-	-
PETRM290	2022-02-04	12700	-	-	-	-	-
PETRM270	2022-02-04	3000	-	-	-	-	-
VALEM101	2022-02-04	100	-	-	-	-	-
PETRN209	2022-02-04	1957800	-	-	-	-	-
IRBRO110	2022-02-04	38000	-	-	-	-	-
IRBRO137	2022-02-04	5700	-	-	-	-	-
IRBRO132	2022-02-04	104300	-	-	-	-	-
IRBRC117	2022-02-04	428500	-	-	-	-	-
PETRN199	2022-02-04	2724300	-	-	-	-	-
BRFSO422	2022-02-04	96000	-	-	-	-	-
B3SAN412	2022-02-04	15500	-	-	-	-	-
B3SAB417	2022-02-04	129500	-	-	-	-	-
B3SAB407	2022-02-04	562000	-	-	-	-	-
ELETN380	2022-02-04	21800	-	-	-	-	-
ELETN340	2022-02-04	9000	-	-	-	-	-
LWSAC250	2022-02-04	35800	-	-	-	-	-
PETRP30	2022-02-04	829300	-	-	-	-	-
BOVAD12	2022-02-04	1229	-	-	-	-	-
ABEVD300	2022-02-04	135500	-	-	-	-	-
PETRP202	2022-02-04	4100	-	-	-	-	-
IRBRD376	2022-02-04	1158600	-	-	-	-	-
VALED12	2022-02-04	115900	-	-	-	-	-
BOVAD140	2022-02-04	226	-	-	-	-	-
MRFGQ194	2022-02-04	7000	-	-	-	-	-
MRFGQ25	2022-02-04	1000	-	-	-	-	-
MRFGQ24	2022-02-04	1000	-	-	-	-	-
MRFGE244	2022-02-04	47100	-	-	-	-	-
PETRR24	2022-02-04	352100	-	-	-	-	-
PETRD322	2022-02-04	1625700	-	-	-	-	-
VALED130	2022-02-04	50800	-	-	-	-	-
PETRP322	2022-02-04	54400	-	-	-	-	-
USIME240	2022-02-04	140100	-	-	-	-	-
BRKMP800	2022-02-04	2000	-	-	-	-	-
BOVAC15	2022-02-04	256	-	-	-	-	-
BRKMD700	2022-02-04	100	-	-	-	-	-
VALEC139	2022-02-04	30000	-	-	-	-	-
IBOVR130	2022-02-04	2	-	-	-	-	-
PETRP399	2022-02-04	396800	-	-	-	-	-
VALEP140	2022-02-04	55500	-	-	-	-	-
BOVAD150	2022-02-04	6	-	-	-	-	-
CSNAO372	2022-02-04	100	-	-	-	-	-
PETRD422	2022-02-04	5800	-	-	-	-	-
VALED150	2022-02-04	68000	-	-	-	-	-
MGLUB227	2022-02-04	327500	-	-	-	-	-
MGLUN227	2022-02-04	84900	-	-	-	-	-
RAILA180	2022-02-04	15500	-	-	-	-	-
RAILA250	2022-02-04	17500	-	-	-	-	-
RAILA150	2022-02-04	10800	-	-	-	-	-
RAILJ250	2022-02-04	2300	-	-	-	-	-
RAILM250	2022-02-04	7100	-	-	-	-	-
TAEED500	2022-02-04	5900	-	-	-	-	-
PETRD260	2022-02-04	53800	-	-	-	-	-
PETRD270	2022-02-04	41700	-	-	-	-	-
PETRD280	2022-02-04	57200	-	-	-	-	-
PETRD240	2022-02-04	12100	-	-	-	-	-
PETRP220	2022-02-04	138200	-	-	-	-	-
PETRP230	2022-02-04	232900	-	-	-	-	-
PETRP210	2022-02-04	33600	-	-	-	-	-
TAEEP500	2022-02-04	12900	-	-	-	-	-
SULAE148	2022-02-04	400	-	-	-	-	-
SULAQ148	2022-02-04	254100	-	-	-	-	-
SQIAN217	2022-02-04	33600	-	-	-	-	-
SQIAB252	2022-02-04	33700	-	-	-	-	-
SQIAB182	2022-02-04	9100	-	-	-	-	-
SQIAN182	2022-02-04	33800	-	-	-	-	-
LJQQF245	2022-02-04	569100	-	-	-	-	-
LJQQF345	2022-02-04	902300	-	-	-	-	-
ABEVG175	2022-02-04	66500	-	-	-	-	-
ABEVS175	2022-02-04	8600	-	-	-	-	-
IBOVP118	2022-02-04	201	-	-	-	-	-
VALED110	2022-02-04	3600	-	-	-	-	-
PETRQ249	2022-02-04	702600	-	-	-	-	-
VALEP102	2022-02-04	4100	-	-	-	-	-
PETRD246	2022-02-04	73000	-	-	-	-	-
VALEP112	2022-02-04	48500	-	-	-	-	-
VALEP104	2022-02-04	315300	-	-	-	-	-
BBDCD350	2022-02-04	226900	-	-	-	-	-
BOVAO130	2022-02-04	86000	-	-	-	-	-
PETRP452	2022-02-04	268200	-	-	-	-	-
SULAX31	2022-02-04	500	-	-	-	-	-
BBDCP399	2022-02-04	103500	-	-	-	-	-
JBSSD420	2022-02-04	2100	-	-	-	-	-
B3SAR132	2022-02-04	100400	-	-	-	-	-
BOVAD160	2022-02-04	551	-	-	-	-	-
ABEVD30	2022-02-04	31400	-	-	-	-	-
ABEVP30	2022-02-04	4400	-	-	-	-	-
COGNT60	2022-02-04	17900	-	-	-	-	-
COGNT800	2022-02-04	12800	-	-	-	-	-
VALER560	2022-02-04	2500	-	-	-	-	-
HAPVF230	2022-02-04	150500	-	-	-	-	-
LIGTF21	2022-02-04	123700	-	-	-	-	-
LIGTR140	2022-02-04	56100	-	-	-	-	-
ITSAP120	2022-02-04	8405	-	-	-	-	-
KLBNV212	2022-02-04	10100	-	-	-	-	-
KLBNV282	2022-02-04	200	-	-	-	-	-
VALEP725	2022-02-04	51100	-	-	-	-	-
BBDCG27	2022-02-04	1000700	-	-	-	-	-
BRPRB130	2022-02-04	222000	-	-	-	-	-
CSNAF41	2022-02-04	104000	-	-	-	-	-
VALED725	2022-02-04	25000	-	-	-	-	-
BOVAC129	2022-02-04	1200080	-	-	-	-	-
ITSAF950	2022-02-04	257400	-	-	-	-	-
VIVTR419	2022-02-04	600	-	-	-	-	-
BBSER234	2022-02-04	45800	-	-	-	-	-
BBSER23	2022-02-04	3200	-	-	-	-	-
TAEEF369	2022-02-04	2400	-	-	-	-	-
TAEER369	2022-02-04	15700	-	-	-	-	-
VIVTF419	2022-02-04	100	-	-	-	-	-
EGIEF389	2022-02-04	10200	-	-	-	-	-
PETRR392	2022-02-04	20000	-	-	-	-	-
PETRF392	2022-02-04	274900	-	-	-	-	-
BOVAQ102	2022-02-04	110	-	-	-	-	-
BOVAE126	2022-02-04	159	-	-	-	-	-
BOVAF104	2022-02-04	200	-	-	-	-	-
BOVAD103	2022-02-04	50483	-	-	-	-	-
BOVAP110	2022-02-04	77471	-	-	-	-	-
PETRR500	2022-02-04	140800	-	-	-	-	-
BOVAP119	2022-02-04	10	-	-	-	-	-
BOVAP111	2022-02-04	794	-	-	-	-	-
BOVAP118	2022-02-04	8000	-	-	-	-	-
BOVAN127	2022-02-04	955	-	-	-	-	-
BOVAR113	2022-02-04	5	-	-	-	-	-
BOVAB150	2022-02-04	10000	-	-	-	-	-
BOVAC143	2022-02-04	10	-	-	-	-	-
BOVAC135	2022-02-04	1	-	-	-	-	-
BOVAE159	2022-02-04	16000	-	-	-	-	-
BOVAC145	2022-02-04	13000	-	-	-	-	-
BOVAB128	2022-02-04	11499	-	-	-	-	-
BOVAB135	2022-02-04	8000	-	-	-	-	-
BOVAE120	2022-02-04	9	-	-	-	-	-
BOVAD132	2022-02-04	8000	-	-	-	-	-
BOVAC140	2022-02-04	240	-	-	-	-	-
BOVAE103	2022-02-04	210	-	-	-	-	-
BOVAF103	2022-02-04	45	-	-	-	-	-
PETRF500	2022-02-04	702300	-	-	-	-	-
BOVAF113	2022-02-04	10000	-	-	-	-	-
BOVAN113	2022-02-04	26191	-	-	-	-	-
BOVAP16	2022-02-04	100	-	-	-	-	-
BOVAR115	2022-02-04	5	-	-	-	-	-
BOVAN126	2022-02-04	1000	-	-	-	-	-
BOVAN123	2022-02-04	27000	-	-	-	-	-
BOVAB127	2022-02-04	10020	-	-	-	-	-
BOVAF115	2022-02-04	15001	-	-	-	-	-
BOVAB126	2022-02-04	88616	-	-	-	-	-
BOVAL140	2022-02-04	140	-	-	-	-	-
BOVAA10	2022-02-04	3236	-	-	-	-	-
BOVAA14	2022-02-04	118	-	-	-	-	-
BOVAQ101	2022-02-04	45500	-	-	-	-	-
BOVAR111	2022-02-04	3000	-	-	-	-	-
BOVAO118	2022-02-04	2260	-	-	-	-	-
BOVAN119	2022-02-04	1780	-	-	-	-	-
BOVAO122	2022-02-04	70000	-	-	-	-	-
BOVAX110	2022-02-04	200	-	-	-	-	-
BOVAS10	2022-02-04	14800	-	-	-	-	-
BOVAV11	2022-02-04	251	-	-	-	-	-
BOVAV12	2022-02-04	50802	-	-	-	-	-
BOVAW11	2022-02-04	150	-	-	-	-	-
BOVAL110	2022-02-04	1096	-	-	-	-	-
BOVAG160	2022-02-04	1200	-	-	-	-	-
BOVAH1	2022-02-04	5000	-	-	-	-	-
BOVAJ13	2022-02-04	5	-	-	-	-	-
BOVAJ12	2022-02-04	50010	-	-	-	-	-
BOVAJ15	2022-02-04	1	-	-	-	-	-
BOVAK12	2022-02-04	103	-	-	-	-	-
BOVAG11	2022-02-04	71	-	-	-	-	-
BOVAK11	2022-02-04	612	-	-	-	-	-
BOVAK15	2022-02-04	304	-	-	-	-	-
BOVAK14	2022-02-04	1	-	-	-	-	-
VALEF113	2022-02-04	77100	-	-	-	-	-
IBOVT15	2022-02-04	175	-	-	-	-	-
B3SAG725	2022-02-04	605500	-	-	-	-	-
ELETC560	2022-02-04	77600	-	-	-	-	-
PETRG29	2022-02-04	41300	-	-	-	-	-
VALEG115	2022-02-04	23500	-	-	-	-	-
PETRG277	2022-02-04	62300	-	-	-	-	-
VALEG110	2022-02-04	3600	-	-	-	-	-
PETRG286	2022-02-04	7400	-	-	-	-	-
VALES106	2022-02-04	100	-	-	-	-	-
VALES107	2022-02-04	200	-	-	-	-	-
PETRS202	2022-02-04	184700	-	-	-	-	-
PETRS29	2022-02-04	967600	-	-	-	-	-
VALES102	2022-02-04	400	-	-	-	-	-
VALES11	2022-02-04	200	-	-	-	-	-
PETRS5	2022-02-04	59500	-	-	-	-	-
PETRS23	2022-02-04	400	-	-	-	-	-
PETRS216	2022-02-04	61400	-	-	-	-	-
VALES10	2022-02-04	100	-	-	-	-	-
PETRS21	2022-02-04	281600	-	-	-	-	-
VALES974	2022-02-04	9200	-	-	-	-	-
PETRS277	2022-02-04	440700	-	-	-	-	-
PETRS1	2022-02-04	192500	-	-	-	-	-
PETRS26	2022-02-04	701000	-	-	-	-	-
PETRS27	2022-02-04	663500	-	-	-	-	-
ITSAR160	2022-02-04	79920	-	-	-	-	-
VALEG10	2022-02-04	100	-	-	-	-	-
VALEG127	2022-02-04	400	-	-	-	-	-
PETRG30	2022-02-04	1900	-	-	-	-	-
VALEG102	2022-02-04	2300	-	-	-	-	-
ITSAF160	2022-02-04	170787	-	-	-	-	-
BBDCJ240	2022-02-04	900	-	-	-	-	-
CSMGN145	2022-02-04	5000	-	-	-	-	-
SBSPC355	2022-02-04	15600	-	-	-	-	-
BOVAF16	2022-02-04	1512	-	-	-	-	-
BRKMF800	2022-02-04	400	-	-	-	-	-
GGBRR400	2022-02-04	19700	-	-	-	-	-
PETRF350	2022-02-04	17900	-	-	-	-	-
IBOVB119	2022-02-04	4200	-	-	-	-	-
IBOVN116	2022-02-04	511	-	-	-	-	-
IBOVN120	2022-02-04	700	-	-	-	-	-
IBOVN145	2022-02-04	340	-	-	-	-	-
AMERO450	2022-02-04	5700	-	-	-	-	-
AMERM500	2022-02-04	1100	-	-	-	-	-
AMERM650	2022-02-04	1100	-	-	-	-	-
AMERC650	2022-02-04	10600	-	-	-	-	-
AMERA650	2022-02-04	11400	-	-	-	-	-
AMERA500	2022-02-04	18800	-	-	-	-	-
BOVAF11	2022-02-04	1200	-	-	-	-	-
LRENS40	2022-02-04	13300	-	-	-	-	-
PARDN200	2022-02-04	2200	-	-	-	-	-
MGLUD240	2022-02-04	277200	-	-	-	-	-
ELETG439	2022-02-04	900	-	-	-	-	-
MGLUP240	2022-02-04	600	-	-	-	-	-
CSNAC452	2022-02-04	500	-	-	-	-	-
VALEF102	2022-02-04	41700	-	-	-	-	-
VALEF104	2022-02-04	141500	-	-	-	-	-
CSNAC525	2022-02-04	200	-	-	-	-	-
CSNAC402	2022-02-04	3600	-	-	-	-	-
CSNAC462	2022-02-04	30000	-	-	-	-	-
CSNAC412	2022-02-04	100	-	-	-	-	-
CSNAC565	2022-02-04	100	-	-	-	-	-
VALEF114	2022-02-04	100	-	-	-	-	-
VALEF112	2022-02-04	1300	-	-	-	-	-
CSNAC442	2022-02-04	200	-	-	-	-	-
VALEF101	2022-02-04	400	-	-	-	-	-
VALEF110	2022-02-04	1000	-	-	-	-	-
CSNAO382	2022-02-04	24100	-	-	-	-	-
CSNAO462	2022-02-04	1000	-	-	-	-	-
VALER119	2022-02-04	123400	-	-	-	-	-
CSNAO432	2022-02-04	18400	-	-	-	-	-
CSNAO412	2022-02-04	15000	-	-	-	-	-
VALER126	2022-02-04	78000	-	-	-	-	-
VALER104	2022-02-04	1300	-	-	-	-	-
LRENN442	2022-02-04	18400	-	-	-	-	-
LRENB380	2022-02-04	31710	-	-	-	-	-
LRENB480	2022-02-04	2970	-	-	-	-	-
BBDCK245	2022-02-04	6100	-	-	-	-	-
BBASD135	2022-02-04	70700	-	-	-	-	-
PETRN244	2022-02-04	1343700	-	-	-	-	-
IRBRM500	2022-02-04	1406700	-	-	-	-	-
IBOVN99	2022-02-04	29	-	-	-	-	-
IBOVB75	2022-02-04	16274	-	-	-	-	-
IBOVB104	2022-02-04	855	-	-	-	-	-
IBOVB106	2022-02-04	7067	-	-	-	-	-
IBOVB97	2022-02-04	3090	-	-	-	-	-
IBOVB99	2022-02-04	350	-	-	-	-	-
IBOVB101	2022-02-04	1132	-	-	-	-	-
IBOVB132	2022-02-04	985	-	-	-	-	-
BOVAX117	2022-02-04	17502	-	-	-	-	-
RDORA910	2022-02-04	1600	-	-	-	-	-
BBASB210	2022-02-04	3700	-	-	-	-	-
BBASB270	2022-02-04	3000	-	-	-	-	-
UGPAB167	2022-02-04	102900	-	-	-	-	-
IRBRT60	2022-02-04	188500	-	-	-	-	-
VIIAD170	2022-02-04	15800	-	-	-	-	-
VIIAC17	2022-02-04	309400	-	-	-	-	-
VIIAD180	2022-02-04	15600	-	-	-	-	-
VIIAN20	2022-02-04	8200	-	-	-	-	-
VIIAS22	2022-02-04	11400	-	-	-	-	-
VIIAP190	2022-02-04	400	-	-	-	-	-
VIIAP160	2022-02-04	200	-	-	-	-	-
VIIAS699	2022-02-04	113400	-	-	-	-	-
VIIAR240	2022-02-04	8000	-	-	-	-	-
VIIAP150	2022-02-04	55100	-	-	-	-	-
VIIAO17	2022-02-04	167000	-	-	-	-	-
VIIAN132	2022-02-04	239300	-	-	-	-	-
VIIAB132	2022-02-04	30400	-	-	-	-	-
COGNX315	2022-02-04	316200	-	-	-	-	-
B3SAB185	2022-02-04	12100	-	-	-	-	-
COGNO450	2022-02-04	119800	-	-	-	-	-
COGNC550	2022-02-04	319800	-	-	-	-	-
COGNO350	2022-02-04	595000	-	-	-	-	-
CVCBN195	2022-02-04	7300	-	-	-	-	-
ITSAG122	2022-02-04	207556	-	-	-	-	-
PETRL346	2022-02-04	719900	-	-	-	-	-
PETRU35	2022-02-04	57900	-	-	-	-	-
PETRX343	2022-02-04	412200	-	-	-	-	-
PETRX398	2022-02-04	100	-	-	-	-	-
RDORA670	2022-02-04	1100	-	-	-	-	-
RDORA950	2022-02-04	66000	-	-	-	-	-
CSNAB437	2022-02-04	5600	-	-	-	-	-
PETRC203	2022-02-04	6400	-	-	-	-	-
CSNAN437	2022-02-04	12300	-	-	-	-	-
ABEVB191	2022-02-04	878000	-	-	-	-	-
BBASQ322	2022-02-04	3200	-	-	-	-	-
COGNT500	2022-02-04	800	-	-	-	-	-
COGNT550	2022-02-04	11800	-	-	-	-	-
COGNG500	2022-02-04	10200	-	-	-	-	-
BBASE322	2022-02-04	8900	-	-	-	-	-
COGNG600	2022-02-04	49800	-	-	-	-	-
COGNT600	2022-02-04	5100	-	-	-	-	-
ABEVN194	2022-02-04	74100	-	-	-	-	-
BBASN377	2022-02-04	35700	-	-	-	-	-
SBSPN400	2022-02-04	4400	-	-	-	-	-
SBSPB400	2022-02-04	77500	-	-	-	-	-
BBDCO256	2022-02-04	41500	-	-	-	-	-
B3SAO175	2022-02-04	77900	-	-	-	-	-
WEGEB370	2022-02-04	37600	-	-	-	-	-
SUZBB717	2022-02-04	197800	-	-	-	-	-
VIIAO130	2022-02-04	138500	-	-	-	-	-
VIIAS212	2022-02-04	200000	-	-	-	-	-
VIIAN191	2022-02-04	33900	-	-	-	-	-
VIIAR190	2022-02-04	1000	-	-	-	-	-
VIIAN111	2022-02-04	847400	-	-	-	-	-
VIIAB151	2022-02-04	20800	-	-	-	-	-
VIIAF190	2022-02-04	38000	-	-	-	-	-
VIIAB171	2022-02-04	10000	-	-	-	-	-
VIIAB181	2022-02-04	10000	-	-	-	-	-
VIIAG170	2022-02-04	10100	-	-	-	-	-
VIIAG150	2022-02-04	299400	-	-	-	-	-
VIIAC180	2022-02-04	26300	-	-	-	-	-
VIIAB141	2022-02-04	10000	-	-	-	-	-
VIIAF150	2022-02-04	39000	-	-	-	-	-
VIIAG140	2022-02-04	100	-	-	-	-	-
VIIAC140	2022-02-04	3000	-	-	-	-	-
VIIAC195	2022-02-04	100100	-	-	-	-	-
VIIAB111	2022-02-04	226400	-	-	-	-	-
VIIAN171	2022-02-04	161300	-	-	-	-	-
VIIAN181	2022-02-04	373000	-	-	-	-	-
VIIAR212	2022-02-04	46000	-	-	-	-	-
COGNX52	2022-02-04	100	-	-	-	-	-
COGNX54	2022-02-04	20000	-	-	-	-	-
COGNO520	2022-02-04	7500	-	-	-	-	-
ELETN40	2022-02-04	3500	-	-	-	-	-
ELETN665	2022-02-04	6000	-	-	-	-	-
VIIAF110	2022-02-04	287300	-	-	-	-	-
COGNF540	2022-02-04	5000	-	-	-	-	-
COGNL54	2022-02-04	50000	-	-	-	-	-
COGNF520	2022-02-04	68900	-	-	-	-	-
AMERG110	2022-02-04	100100	-	-	-	-	-
IBOVI1	2022-02-04	500	-	-	-	-	-
IBOVD116	2022-02-04	1181	-	-	-	-	-
GGBRD270	2022-02-04	20400	-	-	-	-	-
BBSEB207	2022-02-04	73500	-	-	-	-	-
AZULB345	2022-02-04	1000	-	-	-	-	-
PETRB24	2022-02-04	172800	-	-	-	-	-
VIIAI186	2022-02-04	2500	-	-	-	-	-
VALEL521	2022-02-04	19300	-	-	-	-	-
MOVIC185	2022-02-04	19800	-	-	-	-	-
MOVIC210	2022-02-04	12200	-	-	-	-	-
AZULC360	2022-02-04	400	-	-	-	-	-
AZULC390	2022-02-04	6500	-	-	-	-	-
AZULN345	2022-02-04	1400	-	-	-	-	-
PETRN24	2022-02-04	417500	-	-	-	-	-
AZULO365	2022-02-04	2600	-	-	-	-	-
B3SAO155	2022-02-04	34500	-	-	-	-	-
IBOVB102	2022-02-04	1374	-	-	-	-	-
VALEU129	2022-02-04	62100	-	-	-	-	-
VALEU3	2022-02-04	5200	-	-	-	-	-
VALET110	2022-02-04	200	-	-	-	-	-
VALEO160	2022-02-04	1000	-	-	-	-	-
VIIAC165	2022-02-04	62000	-	-	-	-	-
VIIAI16	2022-02-04	600	-	-	-	-	-
VIIAC157	2022-02-04	1200	-	-	-	-	-
VIIAF160	2022-02-04	178000	-	-	-	-	-
VALEI129	2022-02-04	62600	-	-	-	-	-
VALEH120	2022-02-04	100	-	-	-	-	-
VALEC160	2022-02-04	96800	-	-	-	-	-
VALEC120	2022-02-04	32800	-	-	-	-	-
VALEI10	2022-02-04	127800	-	-	-	-	-
VALEI2	2022-02-04	600	-	-	-	-	-
VALEH140	2022-02-04	100	-	-	-	-	-
VALEC130	2022-02-04	169800	-	-	-	-	-
AZULE402	2022-02-04	9400	-	-	-	-	-
YDUQE282	2022-02-04	17900	-	-	-	-	-
MGLUB189	2022-02-04	224500	-	-	-	-	-
BRKMI850	2022-02-04	100	-	-	-	-	-
BRKMI699	2022-02-04	1000	-	-	-	-	-
BRKMC465	2022-02-04	13400	-	-	-	-	-
VALEU2	2022-02-04	200	-	-	-	-	-
SBSPN452	2022-02-04	375000	-	-	-	-	-
COGNO700	2022-02-04	20000	-	-	-	-	-
BBASN37	2022-02-04	1000	-	-	-	-	-
COGNO460	2022-02-04	184000	-	-	-	-	-
MGLUN189	2022-02-04	55400	-	-	-	-	-
