TckrSymb	Dt	OpnIntrst	FrstPric	MinPric	MaxPric	TradAvrgPric	LastPric
POMON297	2022-02-04	101200	0.05	0.05	0.05	0.05	0.05
CCRO3	2022-02-04	-	12.65	12.22	12.7	12.38	12.42
RAIL3	2022-02-04	-	15.19	14.79	15.26	15.03	15.26
SUZB3F	2022-02-04	-	58.95	58.15	60.88	59.97	60.7
CCRO3F	2022-02-04	-	12.5	12.22	12.69	12.41	12.53
POMO4F	2022-02-04	-	3.28	3.06	3.28	3.13	3.1
BOVAC102	2022-02-04	552155	1.64	1.4	1.71	1.53	1.67
RAILN150	2022-02-04	318000	0.5	0.38	0.57	0.42	0.4
BOVAO800	2022-02-04	1349812	0.07	0.06	0.08	0.07	0.06
IBOVB118	2022-02-04	8754	107	95	107	101.85	95
GOLLC180	2022-02-04	25500	1.02	0.88	1.02	0.91	0.92
CCROB125	2022-02-04	484100	0.39	0.38	0.43	0.42	0.39
CCROD130	2022-02-04	300	0.73	0.73	0.73	0.73	0.73
EMBRB260	2022-02-04	275600	0.04	0.02	0.04	0.03	0.04
ECORN780	2022-02-04	73100	0.68	0.68	0.68	0.68	0.68
MRVEB130	2022-02-04	82700	0.4	0.3	0.4	0.32	0.3
BOVAB120	2022-02-04	209426	0.02	0.02	0.02	0.02	0.02
BOVAD124	2022-02-04	46506	0.27	0.27	0.3	0.28	0.3
RAILO170	2022-02-04	203100	1.95	1.92	1.95	1.93	1.92
BOVS11	2022-02-04	-	85.66	84.85	86.42	85.34	86.3
ABEVC157	2022-02-04	7405600	0.23	0.18	0.24	0.21	0.21
EMBRC220	2022-02-04	777900	0.55	0.54	0.59	0.57	0.57
GOLLB185	2022-02-04	60600	0.27	0.27	0.3	0.27	0.27
IBOVC122	2022-02-04	8508	423	328	424	386.94	402
SUZBB655	2022-02-04	224000	0.15	0.13	0.37	0.16	0.3
WEGED335	2022-02-04	-	1	1	1	1	1
SUZBD550	2022-02-04	44800	7.31	7.31	8.9	8.26	8.9
ABEVP154	2022-02-04	122000	1.16	1.16	1.19	1.17	1.19
ABEVN154	2022-02-04	2484300	0.57	0.46	0.74	0.59	0.52
IBOVO112	2022-02-04	2687	3264	2558	3764	2872.88	2584
BOVAP980	2022-02-04	106074	1.69	1.32	1.69	1.58	1.35
IBOVO116	2022-02-04	107	4860	4860	4860	4860	4860
SMALP106	2022-02-04	-	2.04	2.04	2.05	2.04	2.05
EMBRC210	2022-02-04	117200	0.89	0.74	0.89	0.79	0.8
BOVAP104	2022-02-04	44720	2.87	2.31	3.02	2.59	2.31
BOVAP106	2022-02-04	33583	3.5	2.93	3.57	3.3	2.93
SUZBN630	2022-02-04	78000	3.88	3.88	3.88	3.88	3.88
IBOVP103	2022-02-04	784	2468	2125	2644	2150.05	2125
ABEVC139	2022-02-04	-	0.84	0.55	0.91	0.89	0.9
IBOVO950	2022-02-04	21552	414	414	414	414	414
BOVAF110	2022-02-04	3272	6.2	6.2	6.2	6.2	6.2
BOVAK99	2022-02-04	7395	30	30	30	30	30
EMBRB250	2022-02-04	130500	0.05	0.05	0.05	0.05	0.05
IBOVP114	2022-02-04	224	5404	4431	5513	4746.77	4431
MRVEC130	2022-02-04	660200	0.8	0.66	0.81	0.8	0.67
SUZBO580	2022-02-04	56500	1.8	1.16	1.8	1.28	1.16
BOVAP940	2022-02-04	645568	1.05	0.86	1.05	0.9	0.86
BOVAN910	2022-02-04	361907	0.03	0.02	0.03	0.02	0.03
BOVAN860	2022-02-04	224008	0.02	0.02	0.02	0.02	0.02
WEGEO374	2022-02-04	800	6.48	6.48	6.48	6.48	6.48
BOVAP900	2022-02-04	245356	0.66	0.5	0.66	0.57	0.5
RAILM150	2022-02-04	27500	1.26	1.26	1.26	1.26	1.26
ABEVB201	2022-02-04	987000	0.01	0.01	0.01	0.01	0.01
WEGEN364	2022-02-04	29000	5.8	5.8	5.8	5.8	5.8
IBOVR108	2022-02-04	1555	4007	3975	4007	3991	3975
ABEVO997	2022-02-04	26700	0.03	0.03	0.03	0.03	0.03
ABEVB154	2022-02-04	4147000	0.15	0.1	0.18	0.13	0.14
BOVAO980	2022-02-04	292985	0.86	0.61	1.01	0.77	0.62
BOVAN108	2022-02-04	1106946	1.91	1.44	2.56	2.01	1.64
BOVAO940	2022-02-04	622413	0.48	0.36	0.59	0.39	0.36
RAILB160	2022-02-04	223000	0.19	0.12	0.19	0.15	0.18
BOVAO107	2022-02-04	338094	2.95	2.26	3.34	2.82	2.29
BOVAC113	2022-02-04	558460	0.52	0.24	0.52	0.26	0.33
IBOVO100	2022-02-04	31354	719	456	784	708.99	490
ABEVN146	2022-02-04	1353700	0.18	0.13	0.26	0.19	0.15
CCRON120	2022-02-04	151100	0.15	0.15	0.18	0.16	0.18
WEGEO307	2022-02-04	31000	1.4	1.22	1.42	1.22	1.3
ABEVC177	2022-02-04	178400	0.03	0.02	0.03	0.02	0.03
RAILN210	2022-02-04	40900	6.11	5.92	6.11	5.92	5.92
AZULC292	2022-02-04	18400	1.11	1.11	1.15	1.14	1.15
BOVVN112	2022-02-04	70000	2.12	1.9	2.12	2.01	1.9
WEGEP300	2022-02-04	3500	1.35	1.25	1.35	1.33	1.25
IBOVC120	2022-02-04	11511	700	650	710	680.83	650
BOVAD120	2022-02-04	121162	0.61	0.59	0.72	0.66	0.67
IBOVB116	2022-02-04	18492	206	179	342	250.56	307
SUZBB705	2022-02-04	83300	0.04	0.01	0.05	0.01	0.01
ABEVC159	2022-02-04	1088100	0.16	0.14	0.19	0.15	0.16
RAILO160	2022-02-04	55600	1.3	1.12	1.36	1.25	1.17
IBOVB117	2022-02-04	19737	162	135	195	152.99	185
BOVAB122	2022-02-04	183567	0.01	0.01	0.01	0.01	0.01
RAILN130	2022-02-04	102500	0.06	0.04	0.06	0.04	0.04
WEGEP320	2022-02-04	5400	2.25	2.22	2.25	2.23	2.22
ECORO660	2022-02-04	8700	0.24	0.24	0.3	0.25	0.25
MILL11	2022-02-04	-	51.59	51.52	52.12	51.85	52
RAILB170	2022-02-04	400900	0.04	0.04	0.05	0.04	0.05
BOVAC990	2022-02-04	222979	8.83	8.83	8.83	8.83	8.83
IBOVO104	2022-02-04	2518	820	820	820	820	820
ABEVN159	2022-02-04	2282900	1	0.86	1.16	0.98	0.94
RAPT4F	2022-02-04	-	11.81	11.34	11.81	11.59	11.47
BOVAN850	2022-02-04	1691401	0.01	0.01	0.01	0.01	0.01
SUZBN590	2022-02-04	2590700	1.3	0.7	1.51	0.77	0.72
SUZBN615	2022-02-04	72500	2.5	1.61	2.5	1.69	1.63
ABEVU200	2022-02-04	458300	3.78	3.78	3.8	3.79	3.8
ABEVP240	2022-02-04	83300	6.89	6.71	6.89	6.75	6.71
IBOVD102	2022-02-04	553	848	817	1020	989.07	961
SUZBN535	2022-02-04	157900	0.22	0.14	0.22	0.14	0.14
WEGEO214	2022-02-04	146000	0.05	0.04	0.05	0.04	0.04
ECORN560	2022-02-04	2100	0.02	0.02	0.02	0.02	0.02
RAILB145	2022-02-04	5000	0.9	0.9	0.9	0.9	0.9
EMBRC225	2022-02-04	39800	0.46	0.46	0.49	0.46	0.49
WEGEO217	2022-02-04	64900	0.04	0.04	0.04	0.04	0.04
SUZBC660	2022-02-04	4237500	1.1	1.04	1.1	1.05	1.04
SUZBB650	2022-02-04	435500	0.18	0.18	0.46	0.39	0.38
BOVAB113	2022-02-04	994320	0.21	0.16	0.24	0.17	0.22
EMBRB245	2022-02-04	288500	0.06	0.02	0.06	0.05	0.04
EMBRC195	2022-02-04	45800	1.25	1.25	1.38	1.27	1.34
WEGEN349	2022-02-04	193200	3.95	3.95	3.98	3.96	3.98
EMBRO185	2022-02-04	191600	1.23	1.06	1.3	1.23	1.06
BOVAD110	2022-02-04	182237	3.94	3.6	4.11	3.74	4.09
IBOVD111	2022-02-04	241	5973	5558	6236	5824.92	6236
BOVAB121	2022-02-04	97637	0.02	0.02	0.02	0.02	0.02
EMBRB215	2022-02-04	730700	0.25	0.2	0.25	0.21	0.2
RAILC255	2022-02-04	-	0.02	0.02	0.02	0.02	0.02
AZULB245	2022-02-04	20100	3.7	2.8	3.7	3.25	2.8
CCROB145	2022-02-04	63200	0.07	0.07	0.07	0.07	0.07
ABEVL154	2022-02-04	565800	2.1	2.08	2.23	2.16	2.21
SUZBC650	2022-02-04	516500	1.24	1.24	1.48	1.35	1.33
EMBRO195	2022-02-04	63900	1.81	1.58	1.81	1.61	1.58
WEGEO324	2022-02-04	62800	2.18	2.18	2.2	2.19	2.2
ABEVQ121	2022-02-04	445200	0.11	0.11	0.11	0.11	0.11
ECOR3	2022-02-04	-	7.66	7.06	7.67	7.2	7.19
QETH11	2022-02-04	-	10.88	10.75	11.75	11.19	11.75
SUZBC590	2022-02-04	113800	3.26	2.99	4.57	3.7	4.28
ABEVB156	2022-02-04	4873500	0.1	0.06	0.11	0.08	0.09
EMBRO140	2022-02-04	106400	0.17	0.15	0.17	0.15	0.15
BOVAP800	2022-02-04	20100	0.24	0.2	0.24	0.23	0.2
WEGEB364	2022-02-04	831500	0.03	0.03	0.07	0.04	0.04
WEGEB319	2022-02-04	862200	0.5	0.43	0.51	0.47	0.49
BBSD11	2022-02-04	-	87.78	86.45	87.78	86.68	87.15
BOVAB101	2022-02-04	254704	6.3	6.1	7.28	7.2	7.2
ECORN660	2022-02-04	7500	0.08	0.08	0.15	0.13	0.15
IBOVD114	2022-02-04	3698	3805	3805	3805	3805	3805
AZULB270	2022-02-04	164100	0.9	0.9	0.97	0.91	0.97
ABEVD169	2022-02-04	448300	0.15	0.15	0.15	0.15	0.15
RAPT4T	2022-02-04	6211865	11.63	11.63	11.64	11.63	11.64
AZUL4T	2022-02-04	1272535	27.51	27.46	27.52	27.51	27.47
RAIL3T	2022-02-04	9272154	15.38	15.38	15.39	15.38	15.39
IVVB11T	2022-02-04	7609	273.08	273.08	273.08	273.08	273.08
AZUL4T	2022-02-04	1272535	26.95	26.63	26.96	26.79	26.64
POMO4T	2022-02-04	670100	3.11	3.11	3.12	3.11	3.12
BOVA11T	2022-02-04	807546	109	109	109.01	109	109.01
ABEV3T	2022-02-04	2592776	14.83	14.83	14.84	14.83	14.84
WEGE3T	2022-02-04	1365332	30.81	30.81	31.18	30.92	31.17
ECOR3T	2022-02-04	304600	7.27	7.27	7.28	7.27	7.28
ECOR3T	2022-02-04	304600	8.17	8.17	8.18	8.17	8.18
EMBR3T	2022-02-04	357600	18.99	18.99	19	18.99	19
ECOR3T	2022-02-04	304600	7.52	7.4	7.53	7.48	7.53
BOVA11T	2022-02-04	807546	107.25	107.25	107.74	107.28	107.74
GOLL4T	2022-02-04	1281845	17.22	17.22	17.23	17.22	17.23
JSLG3T	2022-02-04	2288300	6.88	6.88	6.89	6.88	6.89
RAIL3T	2022-02-04	9272154	15.16	15.06	15.17	15.13	15.15
AZUL4T	2022-02-04	1272535	26.75	26.75	26.76	26.75	26.76
GOLL4T	2022-02-04	1281845	17.74	17.74	17.75	17.74	17.75
ECOR3T	2022-02-04	304600	7.22	7.22	7.23	7.22	7.23
POMO4T	2022-02-04	670100	3.19	3.19	3.2	3.19	3.2
ECOR3T	2022-02-04	304600	7.65	7.65	7.66	7.65	7.66
BOVA11T	2022-02-04	807546	111.26	111.26	111.27	111.26	111.27
ABEV3T	2022-02-04	2592776	14.55	14.49	14.63	14.58	14.63
POMO4T	2022-02-04	670100	3.14	3.14	3.15	3.14	3.15
EMBR3T	2022-02-04	357600	19.06	19.06	19.2	19.19	19.2
WEGE3T	2022-02-04	1365332	31.34	31.34	31.35	31.34	31.35
RAIL3T	2022-02-04	9272154	15.5	15.5	15.51	15.5	15.51
ECOR3T	2022-02-04	304600	7.44	7.44	7.45	7.44	7.45
WEGE3T	2022-02-04	1365332	32	32	32.32	32.27	32.32
SMAL11T	2022-02-04	120262	115.48	115.48	115.49	115.48	115.49
ECOR3T	2022-02-04	304600	7.22	7.22	7.33	7.31	7.33
ECOR3T	2022-02-04	304600	7.28	7.24	7.29	7.25	7.25
JSLG3T	2022-02-04	2288300	6.93	6.93	6.94	6.93	6.94
RAIL3T	2022-02-04	9272154	15.34	15.23	15.35	15.34	15.24
AZUL4T	2022-02-04	1272535	26.97	26.97	27.11	26.99	27.06
AZUL4T	2022-02-04	1272535	26.62	26.62	26.63	26.62	26.63
ITSAC98	2022-02-04	801400	0.45	0.45	0.65	0.57	0.65
ITUBC203	2022-02-04	1211400	3.98	3.98	3.98	3.98	3.98
ITUBO215	2022-02-04	1287500	0.38	0.32	0.38	0.36	0.34
BPANN100	2022-02-04	937100	1.18	0.95	1.18	1.01	1.03
CIELO249	2022-02-04	243400	0.24	0.17	0.24	0.2	0.21
BEES4	2022-02-04	-	5.72	5.66	5.72	5.7	5.71
SANBB342	2022-02-04	144500	0.13	0.13	0.13	0.13	0.13
ITSAN945	2022-02-04	1541949	0.01	0.01	0.01	0.01	0.01
BBDCO229	2022-02-04	195300	0.75	0.62	0.75	0.65	0.66
BRAPO270	2022-02-04	3200	0.59	0.57	0.59	0.57	0.57
BBDCO170	2022-02-04	42500	0.16	0.16	0.16	0.16	0.16
ITUBN316	2022-02-04	42500	6.36	6.36	6.36	6.36	6.36
BBDCO259	2022-02-04	526800	2.55	2.52	2.55	2.52	2.52
BBDCR261	2022-02-04	-	3.08	3.08	3.12	3.1	3.12
ITUBB264	2022-02-04	1413800	0.28	0.26	0.44	0.35	0.34
CIELN210	2022-02-04	1047700	0.02	0.01	0.02	0.01	0.02
BRGE12	2022-02-04	-	6.99	6.5	6.99	6.86	6.98
CIELN220	2022-02-04	944900	0.04	0.02	0.04	0.03	0.03
BRIV4F	2022-02-04	-	7.85	7.56	8.17	7.68	8.17
UGPAB133	2022-02-04	104200	1.39	1.3	1.39	1.35	1.3
BBDCC241	2022-02-04	517100	0.18	0.18	0.23	0.2	0.22
BBDCC269	2022-02-04	81900	0.07	0.07	0.07	0.07	0.07
CIELN190	2022-02-04	1656500	0.01	0.01	0.01	0.01	0.01
SANBO320	2022-02-04	53800	1.31	1.31	1.31	1.31	1.31
SANBO335	2022-02-04	17500	1.8	1.8	1.8	1.8	1.8
ITSAO980	2022-02-04	276746	0.06	0.04	0.06	0.04	0.04
BRSRC106	2022-02-04	8200	0.32	0.31	0.38	0.31	0.31
SANBB317	2022-02-04	53000	1.02	0.96	1.23	1.06	1.23
BBDCJ25	2022-02-04	4021200	2.17	2.17	2.17	2.17	2.17
BRAPN250	2022-02-04	41500	0.07	0.05	0.07	0.06	0.05
BBDCN251	2022-02-04	258200	2.1	1.93	2.1	2.01	2
ITUBO198	2022-02-04	170600	0.05	0.05	0.05	0.05	0.05
CIELC210	2022-02-04	1022600	0.29	0.29	0.35	0.3	0.35
ITSAB926	2022-02-04	346100	0.94	0.94	0.94	0.94	0.94
BRGE5F	2022-02-04	-	7.07	7.07	7.07	7.07	7.07
CIELB249	2022-02-04	2364000	0.03	0.03	0.07	0.05	0.06
BRAPB285	2022-02-04	161500	0.88	0.88	0.96	0.95	0.96
BBDCC254	2022-02-04	2300	3.4	3.4	3.4	3.4	3.4
ITUBN206	2022-02-04	1336200	0.03	0.03	0.03	0.03	0.03
ITUBD259	2022-02-04	1504100	1.34	1.3	1.53	1.33	1.39
ITUBC286	2022-02-04	594900	0.15	0.14	0.15	0.14	0.14
UGPAD165	2022-02-04	1000	0.45	0.45	0.52	0.47	0.52
BBDCN181	2022-02-04	513800	0.01	0.01	0.01	0.01	0.01
UGPAB153	2022-02-04	176200	0.27	0.2	0.27	0.23	0.21
BRSRC120	2022-02-04	68900	0.08	0.08	0.08	0.08	0.08
BBDCS241	2022-02-04	2009200	1.67	1.67	1.67	1.67	1.67
BBDCN239	2022-02-04	1377600	0.97	0.8	1.02	0.92	0.88
BBDCO211	2022-02-04	1179500	0.43	0.34	0.43	0.4	0.37
CIELN443	2022-02-04	92100	2.1	2.09	2.1	2.09	2.1
BBDCA290	2022-02-04	1300	2.75	2.75	2.75	2.75	2.75
ITSAP102	2022-02-04	12300	0.3	0.3	0.3	0.3	0.3
ITSAL107	2022-02-04	1509800	1.2	1.2	1.2	1.2	1.2
BBDCC205	2022-02-04	15600	0.19	0.19	0.19	0.19	0.19
BBDCN324	2022-02-04	108700	9.04	8.97	9.05	9	9
CIELC220	2022-02-04	828200	0.26	0.24	0.32	0.27	0.3
ITSAC11	2022-02-04	388800	0.02	0.01	0.02	0.01	0.02
ITUBN228	2022-02-04	2936600	0.07	0.06	0.07	0.06	0.06
BBDCN206	2022-02-04	8444100	0.05	0.03	0.05	0.03	0.03
ITUBD274	2022-02-04	9100	0.6	0.6	0.81	0.72	0.8
BRAPB250	2022-02-04	41400	3.52	3.52	3.52	3.52	3.52
SANBB307	2022-02-04	40100	1.95	1.95	1.95	1.95	1.95
ITUB4F	2022-02-04	-	25.37	25.2	25.75	25.51	25.62
BBDCB219	2022-02-04	6185700	1.34	1.23	1.6	1.46	1.59
ITUBC221	2022-02-04	522900	1.17	1.12	1.25	1.18	1.16
ITUBP214	2022-02-04	900	0.19	0.19	0.23	0.22	0.22
BBDCB209	2022-02-04	1287900	2.17	2.17	2.6	2.46	2.45
BSLI3F	2022-02-04	-	30.5	26.85	30.5	28.11	28.96
CIELN349	2022-02-04	32000	1.1	1.1	1.13	1.12	1.13
BBDCC185	2022-02-04	49000	0.96	0.96	0.96	0.96	0.96
BRAPO290	2022-02-04	11500	1.54	1.54	1.54	1.54	1.54
ITUBD264	2022-02-04	21400	0.9	0.9	1.2	1.05	1.2
ITUBP295	2022-02-04	430000	3.28	3.28	3.36	3.33	3.35
BBDCQ251	2022-02-04	-	2	2	2	2	2
ITSAU12	2022-02-04	128235	1.05	1.05	1.05	1.05	1.05
UGPAN128	2022-02-04	46700	0.07	0.07	0.07	0.07	0.07
BBDCO243	2022-02-04	20700	1.98	1.98	1.98	1.98	1.98
ITUBO173	2022-02-04	682200	0.06	0.06	0.06	0.06	0.06
ITUB4	2022-02-04	-	25.24	25.2	25.76	25.53	25.46
BRAP4F	2022-02-04	-	28.2	28.08	28.8	28.43	28.68
ITUB3F	2022-02-04	-	22.21	22.07	22.44	22.28	22.19
ITSAB985	2022-02-04	1492778	0.83	0.83	1.1	0.95	1.1
ITSAX107	2022-02-04	3500	0.8	0.8	0.8	0.8	0.8
ITSAB119	2022-02-04	3366716	0.01	0.01	0.02	0.01	0.01
ITSAC107	2022-02-04	1076272	0.44	0.25	0.55	0.39	0.55
ITUBB274	2022-02-04	1503000	0.11	0.1	0.14	0.11	0.11
ITSAD120	2022-02-04	284802	0.09	0.09	0.17	0.1	0.17
ITSAB960	2022-02-04	3430300	0.6	0.6	0.8	0.68	0.74
BBDCO226	2022-02-04	702300	0.62	0.53	0.62	0.56	0.58
CIELN225	2022-02-04	458200	0.05	0.03	0.05	0.04	0.04
BBDCB192	2022-02-04	2150100	0.27	0.27	0.35	0.31	0.32
ITUBN274	2022-02-04	225100	1.65	1.65	1.65	1.65	1.65
ITUBN268	2022-02-04	26500	2.25	2.25	2.25	2.25	2.25
BBDCP226	2022-02-04	10300	0.87	0.87	0.87	0.87	0.87
CIELB225	2022-02-04	482700	0.17	0.16	0.21	0.19	0.2
ITUBJ275	2022-02-04	132000	2.8	2.74	2.8	2.74	2.74
CIELO240	2022-02-04	772500	0.16	0.13	0.16	0.14	0.16
BBDCN191	2022-02-04	1512000	0.02	0.02	0.02	0.02	0.02
BSLI3	2022-02-04	-	26.86	26.86	26.87	26.86	26.87
BBDCC228	2022-02-04	206100	0.22	0.22	0.29	0.24	0.28
BBDCO23	2022-02-04	1202000	0.93	0.81	0.93	0.84	0.84
BRAPB280	2022-02-04	172100	1.14	1.08	1.18	1.14	1.14
PINE4F	2022-02-04	-	1.65	1.63	1.67	1.64	1.66
CIELO330	2022-02-04	2000	0.9	0.88	0.9	0.89	0.88
BBDCD226	2022-02-04	1559700	1.56	1.56	1.56	1.56	1.56
BRAPC295	2022-02-04	44900	0.88	0.87	1.1	0.97	1.02
BBDCC234	2022-02-04	1712200	0.35	0.34	0.42	0.36	0.41
BBDCO231	2022-02-04	308400	0.83	0.7	0.9	0.74	0.74
BRGE12F	2022-02-04	-	6.29	6.29	6.5	6.3	6.5
ITUBO276	2022-02-04	319600	2.21	2.15	2.21	2.17	2.15
BBDCC206	2022-02-04	48500	2.79	2.79	2.95	2.92	2.91
BBDCO216	2022-02-04	1006400	0.42	0.38	0.47	0.43	0.42
ITUBD295	2022-02-04	25300	0.24	0.24	0.31	0.29	0.31
UGPAB138	2022-02-04	152700	0.95	0.91	1.18	1.08	1.18
CIELB275	2022-02-04	475800	0.01	0.01	0.02	0.01	0.02
BRAPB245	2022-02-04	12700	3.97	3.97	3.97	3.97	3.97
CIELD230	2022-02-04	-	0.27	0.23	0.27	0.25	0.23
BBDCB224	2022-02-04	5800800	0.9	0.9	1.23	1.11	1.16
BBDC4F	2022-02-04	-	22.8	22.63	23.09	22.9	22.91
ITSAI900	2022-02-04	8215	3.01	3.01	3.5	3.39	3.49
ITSAC112	2022-02-04	1517558	0.18	0.18	0.28	0.21	0.27
CIELD260	2022-02-04	9000	0.09	0.09	0.13	0.1	0.13
BBDCN199	2022-02-04	1920200	0.03	0.03	0.03	0.03	0.03
CIELC290	2022-02-04	397700	0.03	0.03	0.05	0.03	0.04
BMEB3F	2022-02-04	-	13.93	13.93	13.93	13.93	13.93
UGPAB168	2022-02-04	81800	0.01	0.01	0.04	0.02	0.04
BBDCO199	2022-02-04	457200	0.17	0.14	0.17	0.14	0.15
ITUBN196	2022-02-04	3499100	0.01	0.01	0.01	0.01	0.01
CIELN320	2022-02-04	36600	0.76	0.76	0.76	0.76	0.76
ITUBN216	2022-02-04	326900	0.66	0.44	0.68	0.53	0.5
CIELB230	2022-02-04	1938200	0.09	0.08	0.19	0.14	0.15
CIELB260	2022-02-04	796500	0.02	0.02	0.04	0.03	0.03
BBDCO191	2022-02-04	488600	0.27	0.22	0.27	0.23	0.22
CRIV4	2022-02-04	-	5.75	5.66	5.75	5.71	5.66
CIELB240	2022-02-04	2006800	0.05	0.05	0.12	0.09	0.12
SANB11	2022-02-04	-	31.8	31.67	32.48	32.16	32.29
CIELN235	2022-02-04	773300	0.1	0.05	0.1	0.07	0.06
ITUBO233	2022-02-04	623200	0.28	0.24	0.28	0.25	0.25
BRAPN280	2022-02-04	11100	0.62	0.43	0.62	0.48	0.43
BBDCD234	2022-02-04	51100	0.94	0.94	1.15	1.06	1.14
BBDCB249	2022-02-04	742000	0.06	0.05	0.08	0.06	0.07
CIELN399	2022-02-04	104100	1.6	1.6	1.6	1.6	1.6
BBDCP219	2022-02-04	40900	0.63	0.62	0.64	0.62	0.62
ITSAN925	2022-02-04	912351	0.01	0.01	0.01	0.01	0.01
BBDCN316	2022-02-04	10500	8.2	8.19	8.3	8.24	8.3
SANBN337	2022-02-04	42700	1.66	1.66	1.66	1.66	1.66
BRSR6	2022-02-04	-	10.34	10.14	10.34	10.2	10.25
BRSR3F	2022-02-04	-	11.73	11.53	11.93	11.72	11.78
CIELO230	2022-02-04	522900	0.11	0.09	0.11	0.1	0.1
ITUBB228	2022-02-04	3621800	2.59	2.59	2.9	2.76	2.82
ITUBN266	2022-02-04	782400	1.51	1.44	2	1.64	1.49
BPANN850	2022-02-04	1562400	0.18	0.18	0.18	0.18	0.18
SANBC370	2022-02-04	127400	0.21	0.21	0.22	0.21	0.21
ITUBN221	2022-02-04	3029800	0.03	0.02	0.04	0.02	0.04
SANBC325	2022-02-04	30500	1.37	1.36	1.43	1.37	1.36
ITUBB185	2022-02-04	2329300	1.85	1.85	1.85	1.85	1.85
ITUBO274	2022-02-04	457600	1.79	1.79	1.79	1.79	1.79
ITUBB286	2022-02-04	64500	0.01	0.01	0.02	0.01	0.02
ITUBG254	2022-02-04	-	2.9	2.8	2.9	2.8	2.84
SANBB332	2022-02-04	73900	0.44	0.44	0.45	0.44	0.45
ITUBC197	2022-02-04	-	1.73	1.73	1.87	1.79	1.87
ITUBC264	2022-02-04	1845800	0.67	0.66	0.86	0.76	0.82
ITSAP104	2022-02-04	5200	0.37	0.37	0.37	0.37	0.37
BBDCN256	2022-02-04	45200	2.34	2.34	2.37	2.35	2.37
ITSAE720	2022-02-04	334580	3.88	3.81	3.88	3.82	3.82
BBDCO269	2022-02-04	10100	3.75	3.72	3.75	3.72	3.72
BRAPN255	2022-02-04	1212400	0.09	0.05	0.09	0.07	0.05
ITUBN175	2022-02-04	3280800	0.12	0.08	0.12	0.09	0.1
ITUBO286	2022-02-04	641000	2.85	2.83	2.98	2.9	2.97
ABCBB165	2022-02-04	1400	0.24	0.24	0.24	0.24	0.24
UGPAN133	2022-02-04	96600	0.15	0.15	0.16	0.15	0.15
BBDCN176	2022-02-04	625300	0.02	0.02	0.02	0.02	0.02
BRAPN285	2022-02-04	34400	0.92	0.68	0.92	0.88	0.68
ITUBD233	2022-02-04	27400	1.76	1.76	1.76	1.76	1.76
CIELC230	2022-02-04	3788100	0.19	0.18	0.25	0.21	0.23
ITSAU11	2022-02-04	559915	0.75	0.71	0.75	0.74	0.71
BBDCC243	2022-02-04	346500	0.27	0.27	0.36	0.3	0.34
ITUBN229	2022-02-04	4285300	0.06	0.04	0.06	0.05	0.05
ITUBC276	2022-02-04	333100	0.3	0.29	0.34	0.31	0.3
BRAPB305	2022-02-04	103100	0.17	0.17	0.2	0.19	0.2
ITUBO148	2022-02-04	3800	0.03	0.03	0.03	0.03	0.03
ITSAP107	2022-02-04	10600	0.55	0.55	0.55	0.55	0.55
BBDCB201	2022-02-04	7906500	0.76	0.74	1.03	0.95	0.99
ITUBN259	2022-02-04	194600	0.71	0.54	0.71	0.66	0.61
CIELC280	2022-02-04	139800	0.03	0.03	0.06	0.04	0.05
ITUBC283	2022-02-04	280800	0.18	0.18	0.19	0.18	0.19
BBDCO194	2022-02-04	175800	0.08	0.08	0.09	0.08	0.09
BBDCB198	2022-02-04	3962800	1.71	1.71	1.75	1.72	1.75
CRIV3F	2022-02-04	-	5.11	5.11	5.46	5.14	5.46
BBDCN196	2022-02-04	953800	0.03	0.02	0.03	0.02	0.02
ITSAD122	2022-02-04	210605	0.84	0.84	1.2	1.02	1.2
BBDCD264	2022-02-04	5200	0.19	0.19	0.19	0.19	0.19
BBDCF28	2022-02-04	202300	0.59	0.59	0.59	0.59	0.59
BRAPB315	2022-02-04	31100	0.09	0.09	0.09	0.09	0.09
CIELO220	2022-02-04	4209900	0.08	0.06	0.08	0.06	0.06
CIELB290	2022-02-04	355500	0.01	0.01	0.01	0.01	0.01
BBDCN188	2022-02-04	3378100	0.04	0.03	0.05	0.04	0.03
BBDCO244	2022-02-04	88000	5.41	5.41	5.41	5.41	5.41
SANBO325	2022-02-04	16300	1.26	1.22	1.26	1.23	1.22
ITUBN264	2022-02-04	254900	0.65	0.65	0.65	0.65	0.65
ITSAN105	2022-02-04	1327749	0.23	0.16	0.28	0.17	0.16
BBDCN198	2022-02-04	2535900	0.14	0.09	0.15	0.11	0.11
ITUBC233	2022-02-04	235100	2.44	2.44	2.56	2.53	2.56
SANBB322	2022-02-04	308400	0.63	0.63	0.91	0.74	0.91
CIELP210	2022-02-04	-	0.09	0.07	0.1	0.08	0.09
UGPAB158	2022-02-04	135000	0.14	0.1	0.14	0.1	0.12
BBDCG241	2022-02-04	15600	2	2	2.1	2.06	2.1
CIELN315	2022-02-04	437800	0.74	0.73	0.76	0.75	0.76
ITSAN965	2022-02-04	1561275	0.01	0.01	0.02	0.01	0.01
SANBC360	2022-02-04	600	0.3	0.3	0.3	0.3	0.3
BBDCN187	2022-02-04	229800	0.29	0.29	0.29	0.29	0.29
ITUBP274	2022-02-04	48500	1.84	1.84	1.84	1.84	1.84
